Company Names,Cars Names,Engines,CC/Battery Capacity,HorsePower,Total Speed,Performance(0 - 100 )KM/H,Cars Prices,Fuel Types,Seats,Torque
Volkswagen,ID. Buzz,Electric,77 kWh,204 hp,145 km/h,10.2 sec,"$59995",Electric,7,310 Nm
Volkswagen,Golf GTI,2.0L Turbo I4,1984 cc,245 hp,250 km/h,5.9 sec,"$31965",Petrol,5,350 Nm
Volkswagen,Golf R,2.0L Turbo I4,1984 cc,315 hp,250 km/h,4.6 sec,"$44640",Petrol,5,420 Nm
Volkswagen,Passat Alltrack,2.0L Turbo Diesel I4,1968 cc,190 - 240 hp,220 km/h,7.8 sec,"$36000",Diesel,5,400 Nm
Volkswagen,Polo GTI,2.0L Turbo I4,1984 cc,204 hp,238 km/h,6.7 sec,"$28000",Petrol,5,320 Nm
Volkswagen,Up! GTI,1.0L Turbo I3,999 cc,115 hp,196 km/h,8.8 sec,"$20000",Petrol,4,200 Nm
Volkswagen,T-Cross,1.0L Turbo I3 / 1.5L Turbo I4,999 cc / 1498 cc,95 - 150 hp,200 km/h,10.2 sec,"$25000",Petrol,5,250 Nm
Volkswagen,ID.5,Electric,77 kWh,174 - 299 hp,180 km/h,8.4 sec,"$45000",Electric,5,310 Nm
Volkswagen,ID. Buzz Cargo,Electric,77 kWh,204 hp,145 km/h,10.2 sec,"$55000",Electric,3,310 Nm
Volkswagen,Touareg R,Plug-in Hybrid V6,2995 cc,462 hp,250 km/h,5.1 sec,"$70000",Hybrid,5,700 Nm
Volkswagen,Multivan,Plug-in Hybrid / Diesel I4,1395 cc / 1968 cc,150 - 218 hp,190 km/h,9.4 sec,"$50000","Petrol, Hybrid",7,350 Nm
Volkswagen,Polo BlueMotion,1.2L Diesel I3,1199 cc,75 - 95 hp,190 km/h,10.5 sec,"$22000",Diesel,5,250 Nm
Volkswagen,Golf Sportsvan,1.5L Turbo I4,1498 cc,130 - 150 hp,210 km/h,8.9 sec,"$30000",Petrol,5,250 Nm
Volkswagen,Golf Alltrack,2.0L Turbo Diesel I4,1968 cc,147 - 200 hp,210 km/h,7.1 sec,"$35000",Petrol,5,350 Nm
Volkswagen,Scirocco R,2.0L Turbo I4,1984 cc,125 - 280 hp,233 km/h,6.0 sec,"$35000",Petrol,4,350 Nm
Volkswagen,Beetle,2.0L Turbo I4,1984 cc,105 - 210 hp,205 km/h,7.0 sec,"$20000",Petrol,4,240 Nm
Volkswagen,Amarok,3.0L V6 Turbo Diesel,2967 cc,163 - 258 hp,180 km/h,7.9 sec,"$40000",Diesel,5,550 Nm
Volkswagen,T-Roc,2.0L Turbo I4,1984 cc,115 - 300 hp,205 km/h,7.2 sec,"$30000",Petrol,5,320 Nm
Volkswagen,Sharan,2.0L Turbo I4,1984 cc,150 - 220 hp,200 km/h,9.3 sec,"$33000","Petrol, Diesel",7,280 Nm
Volkswagen,Caddy,1.5L Turbo I4,1498 cc,102 - 150 hp,185 km/h,10.5 sec,"$28000","Petrol, Diesel",7,250 Nm
Nissan,NV1500,4.0L V6,3954 cc,261 hp,160 km/h,9.5 sec,"$33000",Petrol,12,385 Nm
Volkswagen,Taigo,1.5L Turbo I4,1498 cc,95 - 150 hp,183 km/h,10.0 sec,"$24000",Petrol,5,200 Nm
Volkswagen,California,2.0L Turbo I4,1984 cc,150 - 204 hp,180 km/h,13.0 sec,"$70000",Diesel,7,340 Nm
Volkswagen,ID.3,Electric,58 - 77 kWh,204 hp,160 km/h,7.3 sec,"$35000",Electric,5,310 Nm
Volkswagen,ID. Buzz,Electric,77 kWh,204 hp,145 km/h,10.2 sec,"$59995",Electric,7,310 Nm
Volkswagen,Golf GTI,2.0L Turbo I4,1984 cc,245 hp,250 km/h,5.9 sec,"$31965",Petrol,5,350 Nm
Volkswagen,Golf R,2.0L Turbo I4,1984 cc,315 hp,250 km/h,4.6 sec,"$44640",Petrol,5,420 Nm
Volkswagen,Passat Alltrack,2.0L Turbo Diesel I4,1968 cc,190 - 240 hp,220 km/h,7.8 sec,"$36000",Diesel,5,400 Nm
Volkswagen,Polo GTI,2.0L Turbo I4,1984 cc,204 hp,238 km/h,6.7 sec,"$28000",Petrol,5,320 Nm
Volkswagen,Up! GTI,1.0L Turbo I3,999 cc,115 hp,196 km/h,8.8 sec,"$20000",Petrol,4,200 Nm
Volkswagen,T-Cross,1.0L Turbo I3 / 1.5L Turbo I4,999 cc / 1498 cc,95 - 150 hp,200 km/h,10.2 sec,"$25000",Petrol,5,250 Nm
Volkswagen,ID.5,Electric,77 kWh,174 - 299 hp,180 km/h,8.4 sec,"$45000",Electric,5,310 Nm
Volkswagen,ID. Buzz Cargo,Electric,77 kWh,204 hp,145 km/h,10.2 sec,"$55000",Electric,3,310 Nm
Volkswagen,Touareg R,Plug-in Hybrid V6,2995 cc,462 hp,250 km/h,5.1 sec,"$70000",Hybrid,5,700 Nm
Volkswagen,Multivan,Plug-in Hybrid / Diesel I4,1395 cc / 1968 cc,150 - 218 hp,190 km/h,9.4 sec,"$50000","Petrol, Hybrid",7,350 Nm
Volkswagen,Polo BlueMotion,1.2L Diesel I3,1199 cc,75 - 95 hp,190 km/h,10.5 sec,"$22000",Diesel,5,250 Nm
Volkswagen,Golf Sportsvan,1.5L Turbo I4,1498 cc,130 - 150 hp,210 km/h,8.9 sec,"$30000",Petrol,5,250 Nm
Volkswagen,Golf Alltrack,2.0L Turbo Diesel I4,1968 cc,147 - 200 hp,210 km/h,7.1 sec,"$35000",Petrol,5,350 Nm
Volkswagen,Scirocco R,2.0L Turbo I4,1984 cc,125 - 280 hp,233 km/h,6.0 sec,"$35000",Petrol,4,350 Nm
Volkswagen,Beetle,2.0L Turbo I4,1984 cc,105 - 210 hp,205 km/h,7.0 sec,"$20000",Petrol,4,240 Nm
Volkswagen,Amarok,3.0L V6 Turbo Diesel,2967 cc,163 - 258 hp,180 km/h,7.9 sec,"$40000",Diesel,5,550 Nm
Volkswagen,T-Roc,2.0L Turbo I4,1984 cc,115 - 300 hp,205 km/h,7.2 sec,"$30000",Petrol,5,320 Nm
Volkswagen,Sharan,2.0L Turbo I4,1984 cc,150 - 220 hp,200 km/h,9.3 sec,"$33000","Petrol, Diesel",7,280 Nm
Volkswagen,Caddy,1.5L Turbo I4,1498 cc,102 - 150 hp,185 km/h,10.5 sec,"$28000","Petrol, Diesel",7,250 Nm
Nissan,NV1500,4.0L V6,3954 cc,261 hp,160 km/h,9.5 sec,"$33000",Petrol,12,385 Nm
Volkswagen,Taigo,1.5L Turbo I4,1498 cc,95 - 150 hp,183 km/h,10.0 sec,"$24000",Petrol,5,200 Nm
Volkswagen,California,2.0L Turbo I4,1984 cc,150 - 204 hp,180 km/h,13.0 sec,"$70000",Diesel,7,340 Nm
Volkswagen,ID.3,Electric,58 - 77 kWh,204 hp,160 km/h,7.3 sec,"$35000",Electric,5,310 Nm
Volkswagen,ID. Buzz,Electric,77 kWh,204 hp,145 km/h,10.2 sec,"$59995",Electric,7,310 Nm
Volkswagen,Golf GTI,2.0L Turbo I4,1984 cc,245 hp,250 km/h,5.9 sec,"$31965",Petrol,5,350 Nm
Volkswagen,Golf R,2.0L Turbo I4,1984 cc,315 hp,250 km/h,4.6 sec,"$44640",Petrol,5,420 Nm
Volkswagen,Passat Alltrack,2.0L Turbo Diesel I4,1968 cc,190 - 240 hp,220 km/h,7.8 sec,"$36000",Diesel,5,400 Nm
Volkswagen,Polo GTI,2.0L Turbo I4,1984 cc,204 hp,238 km/h,6.7 sec,"$28000",Petrol,5,320 Nm
Volkswagen,Up! GTI,1.0L Turbo I3,999 cc,115 hp,196 km/h,8.8 sec,"$20000",Petrol,4,200 Nm
Volkswagen,T-Cross,1.0L Turbo I3 / 1.5L Turbo I4,999 cc / 1498 cc,95 - 150 hp,200 km/h,10.2 sec,"$25000",Petrol,5,250 Nm
Volkswagen,ID.5,Electric,77 kWh,174 - 299 hp,180 km/h,8.4 sec,"$45000",Electric,5,310 Nm
Volkswagen,ID. Buzz Cargo,Electric,77 kWh,204 hp,145 km/h,10.2 sec,"$55000",Electric,3,310 Nm
Volkswagen,Touareg R,Plug-in Hybrid V6,2995 cc,462 hp,250 km/h,5.1 sec,"$70000",Hybrid,5,700 Nm
Volkswagen,Multivan,Plug-in Hybrid / Diesel I4,1395 cc / 1968 cc,150 - 218 hp,190 km/h,9.4 sec,"$50000","Petrol, Hybrid",7,350 Nm
Volkswagen,Polo BlueMotion,1.2L Diesel I3,1199 cc,75 - 95 hp,190 km/h,10.5 sec,"$22000",Diesel,5,250 Nm
Volkswagen,Golf Sportsvan,1.5L Turbo I4,1498 cc,130 - 150 hp,210 km/h,8.9 sec,"$30000",Petrol,5,250 Nm
Volkswagen,Golf Alltrack,2.0L Turbo Diesel I4,1968 cc,147 - 200 hp,210 km/h,7.1 sec,"$35000",Petrol,5,350 Nm
Volkswagen,Scirocco R,2.0L Turbo I4,1984 cc,125 - 280 hp,233 km/h,6.0 sec,"$35000",Petrol,4,350 Nm
Volkswagen,Beetle,2.0L Turbo I4,1984 cc,105 - 210 hp,205 km/h,7.0 sec,"$20000",Petrol,4,240 Nm
Volkswagen,Amarok,3.0L V6 Turbo Diesel,2967 cc,163 - 258 hp,180 km/h,7.9 sec,"$40000",Diesel,5,550 Nm
Volkswagen,T-Roc,2.0L Turbo I4,1984 cc,115 - 300 hp,205 km/h,7.2 sec,"$30000",Petrol,5,320 Nm
Volkswagen,Sharan,2.0L Turbo I4,1984 cc,150 - 220 hp,200 km/h,9.3 sec,"$33000","Petrol, Diesel",7,280 Nm
Volkswagen,Caddy,1.5L Turbo I4,1498 cc,102 - 150 hp,185 km/h,10.5 sec,"$28000","Petrol, Diesel",7,250 Nm
Nissan,NV1500,4.0L V6,3954 cc,261 hp,160 km/h,9.5 sec,"$33000",Petrol,12,385 Nm
Volkswagen,Taigo,1.5L Turbo I4,1498 cc,95 - 150 hp,183 km/h,10.0 sec,"$24000",Petrol,5,200 Nm
Volkswagen,California,2.0L Turbo I4,1984 cc,150 - 204 hp,180 km/h,13.0 sec,"$70000",Diesel,7,340 Nm
Volkswagen,ID.3,Electric,58 - 77 kWh,204 hp,160 km/h,7.3 sec,"$35000",Electric,5,310 Nm
Volkswagen,ID. Buzz,Electric,77 kWh,204 hp,145 km/h,10.2 sec,"$59995",Electric,7,310 Nm
Volkswagen,Golf GTI,2.0L Turbo I4,1984 cc,245 hp,250 km/h,5.9 sec,"$31965",Petrol,5,350 Nm
Volkswagen,Golf R,2.0L Turbo I4,1984 cc,315 hp,250 km/h,4.6 sec,"$44640",Petrol,5,420 Nm
Volkswagen,Passat Alltrack,2.0L Turbo Diesel I4,1968 cc,190 - 240 hp,220 km/h,7.8 sec,"$36000",Diesel,5,400 Nm
Volkswagen,Polo GTI,2.0L Turbo I4,1984 cc,204 hp,238 km/h,6.7 sec,"$28000",Petrol,5,320 Nm
Volkswagen,Up! GTI,1.0L Turbo I3,999 cc,115 hp,196 km/h,8.8 sec,"$20000",Petrol,4,200 Nm
Volkswagen,T-Cross,1.0L Turbo I3 / 1.5L Turbo I4,999 cc / 1498 cc,95 - 150 hp,200 km/h,10.2 sec,"$25000",Petrol,5,250 Nm
Volkswagen,ID.5,Electric,77 kWh,174 - 299 hp,180 km/h,8.4 sec,"$45000",Electric,5,310 Nm
Volkswagen,ID. Buzz Cargo,Electric,77 kWh,204 hp,145 km/h,10.2 sec,"$55000",Electric,3,310 Nm
Volkswagen,Touareg R,Plug-in Hybrid V6,2995 cc,462 hp,250 km/h,5.1 sec,"$70000",Hybrid,5,700 Nm
Volkswagen,Multivan,Plug-in Hybrid / Diesel I4,1395 cc / 1968 cc,150 - 218 hp,190 km/h,9.4 sec,"$50000","Petrol, Hybrid",7,350 Nm
Volkswagen,Polo BlueMotion,1.2L Diesel I3,1199 cc,75 - 95 hp,190 km/h,10.5 sec,"$22000",Diesel,5,250 Nm
Volkswagen,Golf Sportsvan,1.5L Turbo I4,1498 cc,130 - 150 hp,210 km/h,8.9 sec,"$30000",Petrol,5,250 Nm
Volkswagen,Golf Alltrack,2.0L Turbo Diesel I4,1968 cc,147 - 200 hp,210 km/h,7.1 sec,"$35000",Petrol,5,350 Nm
Volkswagen,Scirocco R,2.0L Turbo I4,1984 cc,125 - 280 hp,233 km/h,6.0 sec,"$35000",Petrol,4,350 Nm
Volkswagen,Beetle,2.0L Turbo I4,1984 cc,105 - 210 hp,205 km/h,7.0 sec,"$20000",Petrol,4,240 Nm
Volkswagen,Amarok,3.0L V6 Turbo Diesel,2967 cc,163 - 258 hp,180 km/h,7.9 sec,"$40000",Diesel,5,550 Nm
Volkswagen,T-Roc,2.0L Turbo I4,1984 cc,115 - 300 hp,205 km/h,7.2 sec,"$30000",Petrol,5,320 Nm
Volkswagen,Sharan,2.0L Turbo I4,1984 cc,150 - 220 hp,200 km/h,9.3 sec,"$33000","Petrol, Diesel",7,280 Nm
Volkswagen,Caddy,1.5L Turbo I4,1498 cc,102 - 150 hp,185 km/h,10.5 sec,"$28000","Petrol, Diesel",7,250 Nm
Nissan,NV1500,4.0L V6,3954 cc,261 hp,160 km/h,9.5 sec,"$33000",Petrol,12,385 Nm
Volkswagen,Taigo,1.5L Turbo I4,1498 cc,95 - 150 hp,183 km/h,10.0 sec,"$24000",Petrol,5,200 Nm
Volkswagen,California,2.0L Turbo I4,1984 cc,150 - 204 hp,180 km/h,13.0 sec,"$70000",Diesel,7,340 Nm
Volkswagen,ID.3,Electric,58 - 77 kWh,204 hp,160 km/h,7.3 sec,"$35000",Electric,5,310 Nm
Volkswagen,ID. Buzz,Electric,77 kWh,204 hp,145 km/h,10.2 sec,"$59995",Electric,7,310 Nm
Volkswagen,Golf GTI,2.0L Turbo I4,1984 cc,245 hp,250 km/h,5.9 sec,"$31965",Petrol,5,350 Nm
Volkswagen,Golf R,2.0L Turbo I4,1984 cc,315 hp,250 km/h,4.6 sec,"$44640",Petrol,5,420 Nm
Volkswagen,Passat Alltrack,2.0L Turbo Diesel I4,1968 cc,190 - 240 hp,220 km/h,7.8 sec,"$36000",Diesel,5,400 Nm
Volkswagen,Polo GTI,2.0L Turbo I4,1984 cc,204 hp,238 km/h,6.7 sec,"$28000",Petrol,5,320 Nm
Volkswagen,Up! GTI,1.0L Turbo I3,999 cc,115 hp,196 km/h,8.8 sec,"$20000",Petrol,4,200 Nm
Volkswagen,T-Cross,1.0L Turbo I3 / 1.5L Turbo I4,999 cc / 1498 cc,95 - 150 hp,200 km/h,10.2 sec,"$25000",Petrol,5,250 Nm
Volkswagen,ID.5,Electric,77 kWh,174 - 299 hp,180 km/h,8.4 sec,"$45000",Electric,5,310 Nm
Volkswagen,ID. Buzz Cargo,Electric,77 kWh,204 hp,145 km/h,10.2 sec,"$55000",Electric,3,310 Nm
Volkswagen,Touareg R,Plug-in Hybrid V6,2995 cc,462 hp,250 km/h,5.1 sec,"$70000",Hybrid,5,700 Nm
Volkswagen,Multivan,Plug-in Hybrid / Diesel I4,1395 cc / 1968 cc,150 - 218 hp,190 km/h,9.4 sec,"$50000","Petrol, Hybrid",7,350 Nm
Volkswagen,Polo BlueMotion,1.2L Diesel I3,1199 cc,75 - 95 hp,190 km/h,10.5 sec,"$22000",Diesel,5,250 Nm
Volkswagen,Golf Sportsvan,1.5L Turbo I4,1498 cc,130 - 150 hp,210 km/h,8.9 sec,"$30000",Petrol,5,250 Nm
Volkswagen,Golf Alltrack,2.0L Turbo Diesel I4,1968 cc,147 - 200 hp,210 km/h,7.1 sec,"$35000",Petrol,5,350 Nm
Volkswagen,Scirocco R,2.0L Turbo I4,1984 cc,125 - 280 hp,233 km/h,6.0 sec,"$35000",Petrol,4,350 Nm
Volkswagen,Beetle,2.0L Turbo I4,1984 cc,105 - 210 hp,205 km/h,7.0 sec,"$20000",Petrol,4,240 Nm
Volkswagen,Amarok,3.0L V6 Turbo Diesel,2967 cc,163 - 258 hp,180 km/h,7.9 sec,"$40000",Diesel,5,550 Nm
Volkswagen,T-Roc,2.0L Turbo I4,1984 cc,115 - 300 hp,205 km/h,7.2 sec,"$30000",Petrol,5,320 Nm
Volkswagen,Sharan,2.0L Turbo I4,1984 cc,150 - 220 hp,200 km/h,9.3 sec,"$33000","Petrol, Diesel",7,280 Nm
Volkswagen,Caddy,1.5L Turbo I4,1498 cc,102 - 150 hp,185 km/h,10.5 sec,"$28000","Petrol, Diesel",7,250 Nm
Nissan,NV1500,4.0L V6,3954 cc,261 hp,160 km/h,9.5 sec,"$33000",Petrol,12,385 Nm
Volkswagen,Taigo,1.5L Turbo I4,1498 cc,95 - 150 hp,183 km/h,10.0 sec,"$24000",Petrol,5,200 Nm
Volkswagen,California,2.0L Turbo I4,1984 cc,150 - 204 hp,180 km/h,13.0 sec,"$70000",Diesel,7,340 Nm
Volkswagen,ID.3,Electric,58 - 77 kWh,204 hp,160 km/h,7.3 sec,"$35000",Electric,5,310 Nm
Volkswagen,ID. Buzz,Electric,77 kWh,204 hp,145 km/h,10.2 sec,"$59995",Electric,7,310 Nm
Volkswagen,Golf GTI,2.0L Turbo I4,1984 cc,245 hp,250 km/h,5.9 sec,"$31965",Petrol,5,350 Nm
Volkswagen,Golf R,2.0L Turbo I4,1984 cc,315 hp,250 km/h,4.6 sec,"$44640",Petrol,5,420 Nm
Volkswagen,Passat Alltrack,2.0L Turbo Diesel I4,1968 cc,190 - 240 hp,220 km/h,7.8 sec,"$36000",Diesel,5,400 Nm
Volkswagen,Polo GTI,2.0L Turbo I4,1984 cc,204 hp,238 km/h,6.7 sec,"$28000",Petrol,5,320 Nm
Volkswagen,Up! GTI,1.0L Turbo I3,999 cc,115 hp,196 km/h,8.8 sec,"$20000",Petrol,4,200 Nm
Volkswagen,T-Cross,1.0L Turbo I3 / 1.5L Turbo I4,999 cc / 1498 cc,95 - 150 hp,200 km/h,10.2 sec,"$25000",Petrol,5,250 Nm
Volkswagen,ID.5,Electric,77 kWh,174 - 299 hp,180 km/h,8.4 sec,"$45000",Electric,5,310 Nm
Volkswagen,ID. Buzz Cargo,Electric,77 kWh,204 hp,145 km/h,10.2 sec,"$55000",Electric,3,310 Nm
Volkswagen,Touareg R,Plug-in Hybrid V6,2995 cc,462 hp,250 km/h,5.1 sec,"$70000",Hybrid,5,700 Nm
Volkswagen,Multivan,Plug-in Hybrid / Diesel I4,1395 cc / 1968 cc,150 - 218 hp,190 km/h,9.4 sec,"$50000","Petrol, Hybrid",7,350 Nm
Volkswagen,Polo BlueMotion,1.2L Diesel I3,1199 cc,75 - 95 hp,190 km/h,10.5 sec,"$22000",Diesel,5,250 Nm
Volkswagen,Golf Sportsvan,1.5L Turbo I4,1498 cc,130 - 150 hp,210 km/h,8.9 sec,"$30000",Petrol,5,250 Nm
Volkswagen,Golf Alltrack,2.0L Turbo Diesel I4,1968 cc,147 - 200 hp,210 km/h,7.1 sec,"$35000",Petrol,5,350 Nm
Volkswagen,Scirocco R,2.0L Turbo I4,1984 cc,125 - 280 hp,233 km/h,6.0 sec,"$35000",Petrol,4,350 Nm
Volkswagen,Beetle,2.0L Turbo I4,1984 cc,105 - 210 hp,205 km/h,7.0 sec,"$20000",Petrol,4,240 Nm
Volkswagen,Amarok,3.0L V6 Turbo Diesel,2967 cc,163 - 258 hp,180 km/h,7.9 sec,"$40000",Diesel,5,550 Nm
Volkswagen,T-Roc,2.0L Turbo I4,1984 cc,115 - 300 hp,205 km/h,7.2 sec,"$30000",Petrol,5,320 Nm
Volkswagen,Sharan,2.0L Turbo I4,1984 cc,150 - 220 hp,200 km/h,9.3 sec,"$33000","Petrol, Diesel",7,280 Nm
Volkswagen,Caddy,1.5L Turbo I4,1498 cc,102 - 150 hp,185 km/h,10.5 sec,"$28000","Petrol, Diesel",7,250 Nm
Nissan,NV1500,4.0L V6,3954 cc,261 hp,160 km/h,9.5 sec,"$33000",Petrol,12,385 Nm
Volkswagen,Taigo,1.5L Turbo I4,1498 cc,95 - 150 hp,183 km/h,10.0 sec,"$24000",Petrol,5,200 Nm
Volkswagen,California,2.0L Turbo I4,1984 cc,150 - 204 hp,180 km/h,13.0 sec,"$70000",Diesel,7,340 Nm
Volkswagen,ID.3,Electric,58 - 77 kWh,204 hp,160 km/h,7.3 sec,"$35000",Electric,5,310 Nm
Volkswagen,ID. Buzz,Electric,77 kWh,204 hp,145 km/h,10.2 sec,"$59995",Electric,7,310 Nm
Volkswagen,Golf GTI,2.0L Turbo I4,1984 cc,245 hp,250 km/h,5.9 sec,"$31965",Petrol,5,350 Nm
Volkswagen,Golf R,2.0L Turbo I4,1984 cc,315 hp,250 km/h,4.6 sec,"$44640",Petrol,5,420 Nm
Volkswagen,Passat Alltrack,2.0L Turbo Diesel I4,1968 cc,190 - 240 hp,220 km/h,7.8 sec,"$36000",Diesel,5,400 Nm
Volkswagen,Polo GTI,2.0L Turbo I4,1984 cc,204 hp,238 km/h,6.7 sec,"$28000",Petrol,5,320 Nm
Volkswagen,Up! GTI,1.0L Turbo I3,999 cc,115 hp,196 km/h,8.8 sec,"$20000",Petrol,4,200 Nm
Volkswagen,T-Cross,1.0L Turbo I3 / 1.5L Turbo I4,999 cc / 1498 cc,95 - 150 hp,200 km/h,10.2 sec,"$25000",Petrol,5,250 Nm
Volkswagen,ID.5,Electric,77 kWh,174 - 299 hp,180 km/h,8.4 sec,"$45000",Electric,5,310 Nm
Volkswagen,ID. Buzz Cargo,Electric,77 kWh,204 hp,145 km/h,10.2 sec,"$55000",Electric,3,310 Nm
Volkswagen,Touareg R,Plug-in Hybrid V6,2995 cc,462 hp,250 km/h,5.1 sec,"$70000",Hybrid,5,700 Nm
Volkswagen,Multivan,Plug-in Hybrid / Diesel I4,1395 cc / 1968 cc,150 - 218 hp,190 km/h,9.4 sec,"$50000","Petrol, Hybrid",7,350 Nm
Volkswagen,Polo BlueMotion,1.2L Diesel I3,1199 cc,75 - 95 hp,190 km/h,10.5 sec,"$22000",Diesel,5,250 Nm
Volkswagen,Golf Sportsvan,1.5L Turbo I4,1498 cc,130 - 150 hp,210 km/h,8.9 sec,"$30000",Petrol,5,250 Nm
Volkswagen,Golf Alltrack,2.0L Turbo Diesel I4,1968 cc,147 - 200 hp,210 km/h,7.1 sec,"$35000",Petrol,5,350 Nm
Volkswagen,Scirocco R,2.0L Turbo I4,1984 cc,125 - 280 hp,233 km/h,6.0 sec,"$35000",Petrol,4,350 Nm
Volkswagen,Beetle,2.0L Turbo I4,1984 cc,105 - 210 hp,205 km/h,7.0 sec,"$20000",Petrol,4,240 Nm
Volkswagen,Amarok,3.0L V6 Turbo Diesel,2967 cc,163 - 258 hp,180 km/h,7.9 sec,"$40000",Diesel,5,550 Nm
Volkswagen,T-Roc,2.0L Turbo I4,1984 cc,115 - 300 hp,205 km/h,7.2 sec,"$30000",Petrol,5,320 Nm
Volkswagen,Sharan,2.0L Turbo I4,1984 cc,150 - 220 hp,200 km/h,9.3 sec,"$33000","Petrol, Diesel",7,280 Nm
Volkswagen,Caddy,1.5L Turbo I4,1498 cc,102 - 150 hp,185 km/h,10.5 sec,"$28000","Petrol, Diesel",7,250 Nm
Nissan,NV1500,4.0L V6,3954 cc,261 hp,160 km/h,9.5 sec,"$33000",Petrol,12,385 Nm
Volkswagen,Taigo,1.5L Turbo I4,1498 cc,95 - 150 hp,183 km/h,10.0 sec,"$24000",Petrol,5,200 Nm
Volkswagen,California,2.0L Turbo I4,1984 cc,150 - 204 hp,180 km/h,13.0 sec,"$70000",Diesel,7,340 Nm
Volkswagen,ID.3,Electric,58 - 77 kWh,204 hp,160 km/h,7.3 sec,"$35000",Electric,5,310 Nm
Volkswagen,ID. Buzz,Electric,77 kWh,204 hp,145 km/h,10.2 sec,"$59995",Electric,7,310 Nm
Volkswagen,Golf GTI,2.0L Turbo I4,1984 cc,245 hp,250 km/h,5.9 sec,"$31965",Petrol,5,350 Nm
Volkswagen,Golf R,2.0L Turbo I4,1984 cc,315 hp,250 km/h,4.6 sec,"$44640",Petrol,5,420 Nm
Volkswagen,Passat Alltrack,2.0L Turbo Diesel I4,1968 cc,190 - 240 hp,220 km/h,7.8 sec,"$36000",Diesel,5,400 Nm
Volkswagen,Polo GTI,2.0L Turbo I4,1984 cc,204 hp,238 km/h,6.7 sec,"$28000",Petrol,5,320 Nm
Volkswagen,Up! GTI,1.0L Turbo I3,999 cc,115 hp,196 km/h,8.8 sec,"$20000",Petrol,4,200 Nm
Volkswagen,T-Cross,1.0L Turbo I3 / 1.5L Turbo I4,999 cc / 1498 cc,95 - 150 hp,200 km/h,10.2 sec,"$25000",Petrol,5,250 Nm
Volkswagen,ID.5,Electric,77 kWh,174 - 299 hp,180 km/h,8.4 sec,"$45000",Electric,5,310 Nm
Volkswagen,ID. Buzz Cargo,Electric,77 kWh,204 hp,145 km/h,10.2 sec,"$55000",Electric,3,310 Nm
Volkswagen,Touareg R,Plug-in Hybrid V6,2995 cc,462 hp,250 km/h,5.1 sec,"$70000",Hybrid,5,700 Nm
Volkswagen,Multivan,Plug-in Hybrid / Diesel I4,1395 cc / 1968 cc,150 - 218 hp,190 km/h,9.4 sec,"$50000","Petrol, Hybrid",7,350 Nm
Volkswagen,Polo BlueMotion,1.2L Diesel I3,1199 cc,75 - 95 hp,190 km/h,10.5 sec,"$22000",Diesel,5,250 Nm
Volkswagen,Golf Sportsvan,1.5L Turbo I4,1498 cc,130 - 150 hp,210 km/h,8.9 sec,"$30000",Petrol,5,250 Nm
Volkswagen,Golf Alltrack,2.0L Turbo Diesel I4,1968 cc,147 - 200 hp,210 km/h,7.1 sec,"$35000",Petrol,5,350 Nm
Volkswagen,Scirocco R,2.0L Turbo I4,1984 cc,125 - 280 hp,233 km/h,6.0 sec,"$35000",Petrol,4,350 Nm
Volkswagen,Beetle,2.0L Turbo I4,1984 cc,105 - 210 hp,205 km/h,7.0 sec,"$20000",Petrol,4,240 Nm
Volkswagen,Amarok,3.0L V6 Turbo Diesel,2967 cc,163 - 258 hp,180 km/h,7.9 sec,"$40000",Diesel,5,550 Nm
Volkswagen,T-Roc,2.0L Turbo I4,1984 cc,115 - 300 hp,205 km/h,7.2 sec,"$30000",Petrol,5,320 Nm
Volkswagen,Sharan,2.0L Turbo I4,1984 cc,150 - 220 hp,200 km/h,9.3 sec,"$33000","Petrol, Diesel",7,280 Nm
Volkswagen,Caddy,1.5L Turbo I4,1498 cc,102 - 150 hp,185 km/h,10.5 sec,"$28000","Petrol, Diesel",7,250 Nm
Nissan,NV1500,4.0L V6,3954 cc,261 hp,160 km/h,9.5 sec,"$33000",Petrol,12,385 Nm
Volkswagen,Taigo,1.5L Turbo I4,1498 cc,95 - 150 hp,183 km/h,10.0 sec,"$24000",Petrol,5,200 Nm
Volkswagen,California,2.0L Turbo I4,1984 cc,150 - 204 hp,180 km/h,13.0 sec,"$70000",Diesel,7,340 Nm
Volkswagen,ID.3,Electric,58 - 77 kWh,204 hp,160 km/h,7.3 sec,"$35000",Electric,5,310 Nm
Volkswagen,ID. Buzz,Electric,77 kWh,204 hp,145 km/h,10.2 sec,"$59995",Electric,7,310 Nm
Volkswagen,Golf GTI,2.0L Turbo I4,1984 cc,245 hp,250 km/h,5.9 sec,"$31965",Petrol,5,350 Nm
Volkswagen,Golf R,2.0L Turbo I4,1984 cc,315 hp,250 km/h,4.6 sec,"$44640",Petrol,5,420 Nm
Volkswagen,Passat Alltrack,2.0L Turbo Diesel I4,1968 cc,190 - 240 hp,220 km/h,7.8 sec,"$36000",Diesel,5,400 Nm
Volkswagen,Polo GTI,2.0L Turbo I4,1984 cc,204 hp,238 km/h,6.7 sec,"$28000",Petrol,5,320 Nm
Volkswagen,Up! GTI,1.0L Turbo I3,999 cc,115 hp,196 km/h,8.8 sec,"$20000",Petrol,4,200 Nm
